ItemInfoList (WoodcutterExcludedResources) amount: 6
 - ItemInfo (Item_Dyes_Appels├şnugulurSumarr) components: 0
 - ItemInfo (Item_Dyes_Blar) components: 0
 - ItemInfo (Item_Dyes_Brunn) components: 0
 - ItemInfo (Item_Dyes_Clear) components: 0
 - ItemInfo (Item_Dyes_Grar) components: 0
 - ItemInfo (Item_Dyes_Gron) components: 0
 - ItemInfo (Item_Dyes_Gulgr) components: 0
 - ItemInfo (Item_Dyes_HaustRaudr) components: 0
 - ItemInfo (Item_Dyes_Hoss) components: 0
 - ItemInfo (Item_Dyes_Hvitr) components: 0
 - ItemInfo (Item_Dyes_Jarpr) components: 0
 - ItemInfo (Item_Dyes_Myrka Gulur) components: 0
 - ItemInfo (Item_Dyes_Raudr) components: 0
 - ItemInfo (Item_Dyes_Rosa) components: 0
 - ItemInfo (Item_Dyes_Svartr) components: 0
 - ItemInfo (Item_Farming_FarmCabbage) components: 0
 - ItemInfo (Item_Farming_FarmCrop) components: 0
 - ItemInfo (Item_Forging_IronBarForging) components: 0
 - ItemInfo (Item_Forging_IronKnifeBladeForging) components: 0
 - ItemInfo (Item_Forging_IronLargeAxeHeadForging) components: 0
 - ItemInfo (Item_Forging_IronLargeBladeForging) components: 0
 - ItemInfo (Item_Forging_IronLargeHammerHeadForging) components: 0
 - ItemInfo (Item_Forging_IronLargePickaxeHeadForging) components: 0
 - ItemInfo (Item_Forging_IronNailsForging) components: 0
 - ItemInfo (Item_Forging_IronPlateForging) components: 0
 - ItemInfo (Item_Forging_IronSmallAxeHeadForging) components: 0
 - ItemInfo (Item_Forging_IronSmallBladeForging) components: 0
 - ItemInfo (Item_Forging_IronSmallHammerHeadForging) components: 0
 - ItemInfo (Item_Forging_IronSmallPickaxeHeadForging) components: 0
 - ItemInfo (Item_Forging_SteelBarForging) components: 0
 - ItemInfo (Item_Furniture_ArmorRack) components: 0
 - ItemInfo (Item_Furniture_Bed) components: 0
 - ItemInfo (Item_Furniture_FirewoodStorage) components: 0
 - ItemInfo (Item_Furniture_FoodShelf1) components: 0
 - ItemInfo (Item_Furniture_FoodStorage) components: 0
 - ItemInfo (Item_Furniture_SeparatorA) components: 0
 - ItemInfo (Item_Furniture_SeparatorB) components: 0
 - ItemInfo (Item_Furniture_Shelf1) components: 0
 - ItemInfo (Item_Furniture_Sideshelf1) components: 0
 - ItemInfo (Item_Furniture_Sideshelf3) components: 0
 - ItemInfo (Item_Furniture_SmallFireplace) components: 0
 - ItemInfo (Item_Furniture_SmallStorage) components: 0
 - ItemInfo (Item_Furniture_Table1) components: 0
 - ItemInfo (Item_Furniture_WeaponRack) components: 0
 - ItemInfo (Item_Lights_FlimsyTorch) components: 0
 - ItemInfo (Item_Magic_ExplodingSackBP) components: 0
 - ItemInfo (Item_Magic_RavenMagicBP) components: 0
 - ItemInfo (Item_Markers_BuildingResourcesMarker) components: 0
 - ItemInfo (Item_Markers_FoodForagingMarker) components: 0
 - ItemInfo (Item_Markers_ForestryMarker) components: 0
 - ItemInfo (Item_Markers_HuntingMarker) components: 0
 - ItemInfo (Item_Markers_MetalPartsMarker) components: 0
 - ItemInfo (Item_Markers_PatrolMarker) components: 0
 - ItemInfo (Item_Markers_StoneHarvestMarker) components: 0
 - ItemInfo (Item_Markers_WoodHarvestMarker) components: 0
 - ItemInfo (Item_Materials_5x StoneBlade) components: 0
 - ItemInfo (Item_Materials_CuredLeatherHeavyPelt) components: 0
 - ItemInfo (Item_Materials_CuredLeatherHide) components: 0
 - ItemInfo (Item_Materials_CuredLeatherPelt) components: 0
 - ItemInfo (Item_Materials_FibresFromBark) components: 0
 - ItemInfo (Item_Materials_HotIronBar) components: 0
 - ItemInfo (Item_Materials_HotIronBloom) components: 0
 - ItemInfo (Item_Materials_HotSteelBar) components: 0
 - ItemInfo (Item_Materials_HotSteelBloom) components: 0
 - ItemInfo (Item_Materials_LeatherHide) components: 0
 - ItemInfo (Item_Materials_Linen) components: 0
 - ItemInfo (Item_Materials_LinenThread) components: 0
 - ItemInfo (Item_Materials_StoneBlade) components: 0
 - ItemInfo (Item_Shipmaking_Base Ship) components: 0
 - ItemInfo (Item_Shipmaking_Small Ship) components: 0
 - ItemInfo (Item_StoneLantern) components: 0
 - ItemInfo (Item_Structures_ArcheryRangeL1) components: 0
 - ItemInfo (Item_Structures_ArcheryRangeL2) components: 0
 - ItemInfo (Item_Structures_ArcheryTarget) components: 0
 - ItemInfo (Item_Structures_ArcheryTargetL2) components: 0
 - ItemInfo (Item_Structures_BarberL2) components: 0
 - ItemInfo (Item_Structures_BarracksL1) components: 0
 - ItemInfo (Item_Structures_BarracksL2) components: 0
 - ItemInfo (Item_Structures_BloomeryL1) components: 0
 - ItemInfo (Item_Structures_BloomeryL2) components: 0
 - ItemInfo (Item_Structures_Boatbuilder) components: 0
 - ItemInfo (Item_Structures_BuilderHutL1) components: 0
 - ItemInfo (Item_Structures_CarpenterL1) components: 0
 - ItemInfo (Item_Structures_CarpenterL2) components: 0
 - ItemInfo (Item_Structures_CaveEntrance) components: 0
 - ItemInfo (Item_Structures_CaveEntranceL2) components: 0
 - ItemInfo (Item_Structures_CharcoalMakerL1) components: 0
 - ItemInfo (Item_Structures_CookingHouseL1) components: 0
 - ItemInfo (Item_Structures_CookingHouseL2) components: 0
 - ItemInfo (Item_Structures_Dock) components: 0
 - ItemInfo (Item_Structures_Farm) components: 0
 - ItemInfo (Item_Structures_FarmCarrot) components: 0
 - ItemInfo (Item_Structures_FarmL2) components: 0
 - ItemInfo (Item_Structures_FishermanHouseL2) components: 0
 - ItemInfo (Item_Structures_FishermanHut) components: 0
 - ItemInfo (Item_Structures_ForesterL1) components: 0
 - ItemInfo (Item_Structures_ForesterL2) components: 0
 - ItemInfo (Item_Structures_GathererL0) components: 0
 - ItemInfo (Item_Structures_GathererL1) components: 0
 - ItemInfo (Item_Structures_GathererL2) components: 0
 - ItemInfo (Item_Structures_HealingHouseL1) components: 0
 - ItemInfo (Item_Structures_HouseL1) components: 0
 - ItemInfo (Item_Structures_HouseL1Chieftain) components: 0
 - ItemInfo (Item_Structures_HouseL2) components: 0
 - ItemInfo (Item_Structures_HunterL1) components: 0
 - ItemInfo (Item_Structures_HunterL2) components: 0
 - ItemInfo (Item_Structures_Kennel) components: 0
 - ItemInfo (Item_Structures_MarketT1) components: 0
 - ItemInfo (Item_Structures_MetalworkerL1) components: 0
 - ItemInfo (Item_Structures_MetalworkerL2) components: 0
 - ItemInfo (Item_Structures_OuthouseL1) components: 0
 - ItemInfo (Item_Structures_OutpostL1) components: 0
 - ItemInfo (Item_Structures_ScrapBin) components: 0
 - ItemInfo (Item_Structures_Settlement) components: 0
 - ItemInfo (Item_Structures_SettlementL1) components: 0
 - ItemInfo (Item_Structures_SettlementL2) components: 0
 - ItemInfo (Item_Structures_SettlementL3) components: 0
 - ItemInfo (Item_Structures_ShelterL1) components: 0
 - ItemInfo (Item_Structures_StoneCutterL0) components: 0
 - ItemInfo (Item_Structures_StoneCutterL1) components: 0
 - ItemInfo (Item_Structures_StoneCutterL2) components: 0
 - ItemInfo (Item_Structures_TerrainLevelField) components: 0
 - ItemInfo (Item_Structures_TerrainSplineLevel) components: 0
 - ItemInfo (Item_Structures_TerrainSplineRoad) components: 0
 - ItemInfo (Item_Structures_TrainingDummy) components: 0
 - ItemInfo (Item_Structures_WarehouseT1) components: 0
 - ItemInfo (Item_Structures_WarehouseT2) components: 0
 - ItemInfo (Item_Structures_WaterCollectorL1) components: 0
 - ItemInfo (Item_Structures_WaterWellL1) components: 0
 - ItemInfo (Item_Structures_WoodCutterL0) components: 0
 - ItemInfo (Item_Structures_WoodCutterL1) components: 0
 - ItemInfo (Item_Structures_WoodCutterL2) components: 0
 - ItemInfo (Item_Structures_WorkshopL0) components: 0
 - ItemInfo (Item_Structures_WorkshopL1) components: 0
 - ItemInfo (Item_Structures_WorkshopL2) components: 0
 - ItemInfo (Item_Tools_DrawKnifeBP) components: 0
 - ItemInfo (Item_Tools_FishingRod) components: 0
 - ItemInfo (Item_Tools_FlimsyFishingRodBP) components: 0
 - ItemInfo (Item_Tools_IronBuildHammerBP) components: 0
 - ItemInfo (Item_Tools_IronHoeBP) components: 0
 - ItemInfo (Item_Tools_IronRakeBP) components: 0
 - ItemInfo (Item_Tools_IronRoadmakerBP) components: 0
 - ItemInfo (Item_Tools_IronShovel) components: 0
 - ItemInfo (Item_Tools_IronSkinningKnifeBP) components: 0
 - ItemInfo (Item_Tools_IronSmallAxe) components: 0
 - ItemInfo (Item_Tools_IronSmallPickaxe) components: 0
 - ItemInfo (Item_Tools_LargeIronAxeBP) components: 0
 - ItemInfo (Item_Tools_LargeIronPickaxeBP) components: 0
 - ItemInfo (Item_Tools_LargeStoneAxe) components: 0
 - ItemInfo (Item_Tools_LargeStonePickaxe) components: 0
 - ItemInfo (Item_Tools_RoadmakerBP) components: 0
 - ItemInfo (Item_Tools_SimpleTorch) components: 0
 - ItemInfo (Item_Tools_SmolkrHornBP) components: 0
 - ItemInfo (Item_Tools_StoneAxe) components: 0
 - ItemInfo (Item_Tools_StoneKnife) components: 0
 - ItemInfo (Item_Tools_StonePickaxe) components: 0
 - ItemInfo (Item_Tools_SturdyFishingRodBP) components: 0
 - ItemInfo (Item_Tools_ThatchBrushBP) components: 0
 - ItemInfo (Item_Tools_WoodHammer) components: 0
 - ItemInfo (Item_Tools_WoodHoe) components: 0
 - ItemInfo (Item_Tools_WoodRake) components: 0
 - ItemInfo (Item_Tools_WoodShovel) components: 0
 - ItemInfo (Item_Totems_RavenL0) components: 0
 - ItemInfo (Item_Totems_RunestoneAirL0) components: 0
 - ItemInfo (Item_Totems_RunestoneEarthL0) components: 0
 - ItemInfo (Item_Totems_RunestoneFireL0) components: 0
 - ItemInfo (Item_Totems_RunestoneWaterL0) components: 0
 - ItemInfo (Item_Totems_RunestoneWood) components: 0
 - ItemInfo (Item_Totems_StoneJotun) components: 0
 - ItemInfo (Item_Totems_TempleOfSol) components: 0
 - ItemInfo (Item_Totems_WonderFenrir) components: 0
 - ItemInfo (Item_Walls_FlimsyFence) components: 0
 - ItemInfo (Item_Walls_FlimsyFenceShort) components: 0
 - ItemInfo (Item_Walls_GateL0) components: 0
 - ItemInfo (Item_Walls_GateL1) components: 0
 - ItemInfo (Item_Walls_GateL2) components: 0
 - ItemInfo (Item_Walls_Guardtower) components: 0
 - ItemInfo (Item_Walls_HedgeWallL1) components: 0
 - ItemInfo (Item_Walls_HedgeWallShort L1) components: 0
 - ItemInfo (Item_Walls_PenGate) components: 0
 - ItemInfo (Item_Walls_PlankWallL2) components: 0
 - ItemInfo (Item_Walls_PlankWallShortL2) components: 0
 - ItemInfo (Item_Walls_TowerL1) components: 0
 - ItemInfo (Item_Walls_Watchtower) components: 0
 - ItemInfo (Item_WarehouseStorage_Armor) components: 0
 - ItemInfo (Item_WarehouseStorage_Arrows) components: 0
 - ItemInfo (Item_WarehouseStorage_Bark) components: 0
 - ItemInfo (Item_WarehouseStorage_BeamPlankLarge) components: 0
 - ItemInfo (Item_WarehouseStorage_BeamPlankLong) components: 0
 - ItemInfo (Item_WarehouseStorage_BeamPlankSmall) components: 0
 - ItemInfo (Item_WarehouseStorage_Clothes) components: 0
 - ItemInfo (Item_WarehouseStorage_ClothingMaterials) components: 0
 - ItemInfo (Item_WarehouseStorage_Coal) components: 0
 - ItemInfo (Item_WarehouseStorage_CookedFood) components: 0
 - ItemInfo (Item_WarehouseStorage_Crawler) components: 0
 - ItemInfo (Item_WarehouseStorage_Dye) components: 0
 - ItemInfo (Item_WarehouseStorage_Explosive) components: 0
 - ItemInfo (Item_WarehouseStorage_Firewood) components: 0
 - ItemInfo (Item_WarehouseStorage_Fish) components: 0
 - ItemInfo (Item_WarehouseStorage_IronToolsMaterials) components: 0
 - ItemInfo (Item_WarehouseStorage_JotunBlood) components: 0
 - ItemInfo (Item_WarehouseStorage_LeatherScraps) components: 0
 - ItemInfo (Item_WarehouseStorage_Logs) components: 0
 - ItemInfo (Item_WarehouseStorage_Longsticks) components: 0
 - ItemInfo (Item_WarehouseStorage_MeatHunks) components: 0
 - ItemInfo (Item_WarehouseStorage_Ore) components: 0
 - ItemInfo (Item_WarehouseStorage_Resin) components: 0
 - ItemInfo (Item_WarehouseStorage_Seeds) components: 0
 - ItemInfo (Item_WarehouseStorage_SmallCraftingMaterials) components: 0
 - ItemInfo (Item_WarehouseStorage_SmallFoodSilo) components: 0
 - ItemInfo (Item_WarehouseStorage_Sticks) components: 0
 - ItemInfo (Item_WarehouseStorage_Stones) components: 0
 - ItemInfo (Item_WarehouseStorage_Thatch) components: 0
 - ItemInfo (Item_WarehouseStorage_Water) components: 0
 - ItemInfo (Item_WarehouseStorage_WeaponsTools) components: 0
 - ItemInfo (Item_Weaponry_1HAxe2) components: 0
 - ItemInfo (Item_Weaponry_1HFlimsyClub) components: 0
 - ItemInfo (Item_Weaponry_1HIronBattleAxeBP) components: 0
 - ItemInfo (Item_Weaponry_1HIronBattleHammerBP) components: 0
 - ItemInfo (Item_Weaponry_1HIronSwordBP) components: 0
 - ItemInfo (Item_Weaponry_1HSimpleSpikedClub) components: 0
 - ItemInfo (Item_Weaponry_1HSword2) components: 0
 - ItemInfo (Item_Weaponry_2HHeavyClub) components: 0
 - ItemInfo (Item_Weaponry_2HIronBattleAxeBP) components: 0
 - ItemInfo (Item_Weaponry_2HIronBattleHammerBP) components: 0
 - ItemInfo (Item_Weaponry_2HIronSwordBP) components: 0
 - ItemInfo (Item_Weaponry_2HSword) components: 0
 - ItemInfo (Item_Weaponry_CrudeHeaterShieldBP) components: 0
 - ItemInfo (Item_Weaponry_CrudeNormanShieldBP) components: 0
 - ItemInfo (Item_Weaponry_CrudeRoundShieldBP) components: 0
 - ItemInfo (Item_Weaponry_CrudeTowerShieldBP) components: 0
 - ItemInfo (Item_Weaponry_FireArrow) components: 0
 - ItemInfo (Item_Weaponry_FlimsyBow) components: 0
 - ItemInfo (Item_Weaponry_IronTippedArrowBP) components: 0
 - ItemInfo (Item_Weaponry_LongbowBP) components: 0
 - ItemInfo (Item_Weaponry_ReinforcedHeaterShieldBP) components: 0
 - ItemInfo (Item_Weaponry_ReinforcedNormanShieldBP) components: 0
 - ItemInfo (Item_Weaponry_ReinforcedRoundShieldBP) components: 0
 - ItemInfo (Item_Weaponry_ReinforcedTowerShieldBP) components: 0
 - ItemInfo (Item_Weaponry_Shield1) components: 0
 - ItemInfo (Item_Weaponry_Shield2) components: 0
 - ItemInfo (Item_Weaponry_SimpleBow) components: 0
 - ItemInfo (Item_Weaponry_WoodArrow) components: 0
 - ItemInfo (Item_Weaponry_WoodArrowBone) components: 0
 - ItemInfo (Item_YuleTree_Air) components: 0
 - ItemInfo (Item_YuleTree_Bear) components: 0
 - ItemInfo (Item_YuleTree_Crawler) components: 0
 - ItemInfo (Item_YuleTree_Earth) components: 0
 - ItemInfo (Item_YuleTree_Fenrir) components: 0
 - ItemInfo (Item_YuleTree_Fire) components: 0
 - ItemInfo (Item_YuleTree_Freya) components: 0
 - ItemInfo (Item_YuleTree_Haugr) components: 0
 - ItemInfo (Item_YuleTree_Jarl) components: 0
 - ItemInfo (Item_YuleTree_Jotun) components: 0
 - ItemInfo (Item_YuleTree_Log) components: 0
 - ItemInfo (Item_YuleTree_Odin) components: 0
 - ItemInfo (Item_YuleTree_Ribbon) components: 0
 - ItemInfo (Item_YuleTree_Skeletroll) components: 0
 - ItemInfo (Item_YuleTree_Smolkr) components: 0
 - ItemInfo (Item_YuleTree_Tag1) components: 0
 - ItemInfo (Item_YuleTree_Tag2) components: 0
 - ItemInfo (Item_YuleTree_Tag3) components: 0
 - ItemInfo (Item_YuleTree_Tinsel1) components: 0
 - ItemInfo (Item_YuleTree_Tinsel2) components: 0
 - ItemInfo (Item_YuleTree_Tinsel3) components: 0
 - ItemInfo (Item_YuleTree_Water) components: 0
 - ItemInfo (Item_YuleTree_Wolf) components: 0
 - ItemInfo (Harvest_Wood_DwarfSpruce) components: 2
 - - Components item info (Item_Wood_Sticks) quantity: 2 chance: 1
 - - Components item info (Item_Seeds_SpruceSeeds) quantity: 0 chance: 0,5
 - ItemInfo (Item_Bait_Berries) components: 0
 - ItemInfo (Item_Bait_FishMeat) components: 0
 - ItemInfo (Item_Bait_Maggot) components: 0
 - ItemInfo (Item_Bait_RedMeat) components: 0
 - ItemInfo (Item_Dyes_Appels├şnugulur) components: 0
 - ItemInfo (Item_Dyes_Blar) components: 0
 - ItemInfo (Item_Dyes_Brunn) components: 0
 - ItemInfo (Item_Dyes_Clear) components: 0
 - ItemInfo (Item_Dyes_Grar) components: 0
 - ItemInfo (Item_Dyes_Gron) components: 0
 - ItemInfo (Item_Dyes_Gulbrunur) components: 0
 - ItemInfo (Item_Dyes_Gulr) components: 0
 - ItemInfo (Item_Dyes_HaustRaudr) components: 0
 - ItemInfo (Item_Dyes_Hoss) components: 0
 - ItemInfo (Item_Dyes_Hvitr) components: 0
 - ItemInfo (Item_Dyes_Jarpr) components: 0
 - ItemInfo (Item_Dyes_Myrkagulur) components: 0
 - ItemInfo (Item_Dyes_Raudr) components: 0
 - ItemInfo (Item_Dyes_Rosa) components: 0
 - ItemInfo (Item_Dyes_Sumarr Appels├şnugulur) components: 0
 - ItemInfo (Item_Dyes_Svartr) components: 0
 - ItemInfo (Item_Elements_NaturalWaterCollector1) components: 1
 - - Components item info (Item_Elements_Water) quantity: 1 chance: 1
 - ItemInfo (Item_Elements_Water) components: 0
 - ItemInfo (Item_Food_Beetroot) components: 0
 - ItemInfo (Item_Food_BeetrootCooked) components: 0
 - ItemInfo (Item_Food_Berries) components: 0
 - ItemInfo (Item_Food_BiomeBeetroot) components: 3
 - - Components item info (Item_Food_Beetroot) quantity: 1 chance: 1
 - - Components item info (Item_Seeds_BeetrootSeeds) quantity: 1 chance: 1
 - - Components item info (Item_Seeds_BeetrootSeeds) quantity: 1 chance: 0,3
 - ItemInfo (Item_Food_BiomeBerries) components: 3
 - - Components item info (Item_Food_Berries) quantity: 5 chance: 1
 - - Components item info (Item_Seeds_BerriesSeeds) quantity: 1 chance: 1
 - - Components item info (Item_Seeds_BerriesSeeds) quantity: 1 chance: 0,3
 - ItemInfo (Item_Food_BiomeCabbage) components: 3
 - - Components item info (Item_Food_Cabbage) quantity: 1 chance: 1
 - - Components item info (Item_Seeds_CabbageSeeds) quantity: 1 chance: 1
 - - Components item info (Item_Seeds_CabbageSeeds) quantity: 1 chance: 0,3
 - ItemInfo (Item_Food_BiomeCarrot) components: 3
 - - Components item info (Item_Food_Carrot) quantity: 1 chance: 1
 - - Components item info (Item_Seeds_CarrotSeeds) quantity: 1 chance: 1
 - - Components item info (Item_Seeds_CarrotSeeds) quantity: 1 chance: 0,3
 - ItemInfo (Item_Food_BiomeGarlic) components: 3
 - - Components item info (Item_Food_Garlic) quantity: 1 chance: 1
 - - Components item info (Item_Seeds_GarlicSeeds) quantity: 1 chance: 1
 - - Components item info (Item_Seeds_GarlicSeeds) quantity: 1 chance: 0,3
 - ItemInfo (Item_Food_BiomeMushroom1) components: 1
 - - Components item info (Item_Food_Mushroom1) quantity: 3 chance: 1
 - ItemInfo (Item_Food_BiomeMushroomGrey) components: 1
 - - Components item info (Item_Food_MushroomGrey) quantity: 1 chance: 1
 - ItemInfo (Item_Food_BiomeMushroomYellow) components: 1
 - - Components item info (Item_Food_MushroomYellow) quantity: 3 chance: 1
 - ItemInfo (Item_Food_BiomeMussels) components: 1
 - - Components item info (Item_Food_Mussels) quantity: 3 chance: 1
 - ItemInfo (Item_Food_BiomeOnion) components: 3
 - - Components item info (Item_Food_Onion) quantity: 1 chance: 1
 - - Components item info (Item_Seeds_OnionSeeds) quantity: 1 chance: 1
 - - Components item info (Item_Seeds_OnionSeeds) quantity: 1 chance: 0,3
 - ItemInfo (Item_Food_Cabbage) components: 0
 - ItemInfo (Item_Food_CabbageCooked) components: 0
 - ItemInfo (Item_Food_Carrot) components: 0
 - ItemInfo (Item_Food_CarrotCooked) components: 0
 - ItemInfo (Item_Food_CaveFingers) components: 0
 - ItemInfo (Item_Food_CaveFingersGrowth) components: 1
 - - Components item info (Item_Food_CaveFingers) quantity: 5 chance: 1
 - ItemInfo (Item_Food_CrawlerMaggot) components: 0
 - ItemInfo (Item_Food_Egg) components: 0
 - ItemInfo (Item_Food_FishCatfish) components: 2
 - - Components item info (Item_Food_FishMeatRaw) quantity: 5 chance: 1
 - - Components item info (Item_Misc_BoneFragments) quantity: 1 chance: 0,3
 - ItemInfo (Item_Food_FishCod) components: 5
 - - Components item info (Item_Food_FishMeatRaw) quantity: 1 chance: 1
 - - Components item info (Item_Food_FishMeatRaw) quantity: 1 chance: 1
 - - Components item info (Item_Food_FishMeatRaw) quantity: 1 chance: 1
 - - Components item info (Item_Misc_BoneFragments) quantity: 1 chance: 1
 - - Components item info (Item_Misc_BoneFragments) quantity: 1 chance: 1
 - ItemInfo (Item_Food_FishCodCooked) components: 0
 - ItemInfo (Item_Food_FishMackerelCooked) components: 0
 - ItemInfo (Item_Food_FishMakerel) components: 3
 - - Components item info (Item_Food_FishMeatRaw) quantity: 1 chance: 1
 - - Components item info (Item_Food_FishMeatRaw) quantity: 1 chance: 1
 - - Components item info (Item_Misc_BoneFragments) quantity: 1 chance: 1
 - ItemInfo (Item_Food_FishMeatCooked) components: 0
 - ItemInfo (Item_Food_FishMeatRaw) components: 0
 - ItemInfo (Item_Food_FishPerch) components: 2
 - - Components item info (Item_Food_FishMeatRaw) quantity: 1 chance: 1
 - - Components item info (Item_Misc_BoneFragments) quantity: 1 chance: 0,3
 - ItemInfo (Item_Food_FishPike) components: 2
 - - Components item info (Item_Food_FishMeatRaw) quantity: 5 chance: 1
 - - Components item info (Item_Misc_BoneFragments) quantity: 1 chance: 0,3
 - ItemInfo (Item_Food_FishSalmon) components: 4
 - - Components item info (Item_Food_FishMeatRaw) quantity: 1 chance: 1
 - - Components item info (Item_Food_FishMeatRaw) quantity: 1 chance: 1
 - - Components item info (Item_Food_FishMeatRaw) quantity: 1 chance: 1
 - - Components item info (Item_Misc_BoneFragments) quantity: 1 chance: 0,3
 - ItemInfo (Item_Food_FishSalmonCooked) components: 0
 - ItemInfo (Item_Food_FishSeabass) components: 2
 - - Components item info (Item_Food_FishMeatRaw) quantity: 1 chance: 1
 - - Components item info (Item_Misc_BoneFragments) quantity: 1 chance: 0,3
 - ItemInfo (Item_Food_FishSeabassCooked) components: 0
 - ItemInfo (Item_Food_FishSturgeon) components: 7
 - - Components item info (Item_Food_FishMeatRaw) quantity: 1 chance: 1
 - - Components item info (Item_Food_FishMeatRaw) quantity: 1 chance: 1
 - - Components item info (Item_Food_FishMeatRaw) quantity: 1 chance: 1
 - - Components item info (Item_Food_FishMeatRaw) quantity: 1 chance: 1
 - - Components item info (Item_Misc_BoneFragments) quantity: 3 chance: 1
 - - Components item info (Item_Misc_BoneFragments) quantity: 1 chance: 1
 - - Components item info (Item_Misc_BoneFragments) quantity: 1 chance: 1
 - ItemInfo (Item_Food_FishSturgeonCooked) components: 0
 - ItemInfo (Item_Food_FishWolffish) components: 7
 - - Components item info (Item_Food_FishMeatRaw) quantity: 1 chance: 1
 - - Components item info (Item_Food_FishMeatRaw) quantity: 1 chance: 1
 - - Components item info (Item_Food_FishMeatRaw) quantity: 1 chance: 1
 - - Components item info (Item_Food_FishMeatRaw) quantity: 1 chance: 1
 - - Components item info (Item_Misc_BoneFragments) quantity: 3 chance: 1
 - - Components item info (Item_Misc_BoneFragments) quantity: 1 chance: 1
 - - Components item info (Item_Misc_BoneFragments) quantity: 1 chance: 0,5
 - ItemInfo (Item_Food_FishWolffishCooked) components: 0
 - ItemInfo (Item_Food_Garlic) components: 0
 - ItemInfo (Item_Food_MeatHunk) components: 2
 - - Components item info (Item_Food_RedMeatRaw) quantity: 5 chance: 1
 - - Components item info (Item_Misc_BoneFragments) quantity: 2 chance: 1
 - ItemInfo (Item_Food_Mushroom1) components: 0
 - ItemInfo (Item_Food_Mushroom1Cooked) components: 0
 - ItemInfo (Item_Food_MushroomGrey) components: 0
 - ItemInfo (Item_Food_MushroomGreyCooked) components: 0
 - ItemInfo (Item_Food_MushroomYellow) components: 0
 - ItemInfo (Item_Food_MushroomYellowCooked) components: 0
 - ItemInfo (Item_Food_Mussels) components: 0
 - ItemInfo (Item_Food_Onion) components: 0
 - ItemInfo (Item_Food_OnionCooked) components: 0
 - ItemInfo (Item_Food_PieFish) components: 0
 - ItemInfo (Item_Food_PieForager) components: 0
 - ItemInfo (Item_Food_PieHunter) components: 0
 - ItemInfo (Item_Food_PieSweet) components: 0
 - ItemInfo (Item_Food_PieWarrior) components: 0
 - ItemInfo (Item_Food_RedMeatCooked) components: 0
 - ItemInfo (Item_Food_RedMeatRaw) components: 0
 - ItemInfo (Item_Food_SoupBeetroot) components: 0
 - ItemInfo (Item_Food_SoupBerries) components: 0
 - ItemInfo (Item_Food_SoupCabbage) components: 0
 - ItemInfo (Item_Food_SoupCarrot) components: 0
 - ItemInfo (Item_Food_SoupEggs) components: 0
 - ItemInfo (Item_Food_SoupFish) components: 0
 - ItemInfo (Item_Food_SoupGarlic) components: 0
 - ItemInfo (Item_Food_SoupMeat) components: 0
 - ItemInfo (Item_Food_SoupMushrooms) components: 0
 - ItemInfo (Item_Food_SoupMussel) components: 0
 - ItemInfo (Item_Food_SoupOnion) components: 0
 - ItemInfo (Item_Food_SoupVegetable) components: 0
 - ItemInfo (Item_Food_StewBeetroot) components: 0
 - ItemInfo (Item_Food_StewBerries) components: 0
 - ItemInfo (Item_Food_StewCabbage) components: 0
 - ItemInfo (Item_Food_StewCarrot) components: 0
 - ItemInfo (Item_Food_StewCod) components: 0
 - ItemInfo (Item_Food_StewEggs) components: 0
 - ItemInfo (Item_Food_StewFish) components: 0
 - ItemInfo (Item_Food_StewGarlic) components: 0
 - ItemInfo (Item_Food_StewMeat) components: 0
 - ItemInfo (Item_Food_StewMushrooms) components: 0
 - ItemInfo (Item_Food_StewMussels) components: 0
 - ItemInfo (Item_Food_StewOnion) components: 0
 - ItemInfo (Item_Food_StewSeaBass) components: 0
 - ItemInfo (Item_Food_StewVegetable) components: 0
 - ItemInfo (Item_Iron_IronBloom) components: 1
 - - Components item info (Item_Iron_IronBloomHot) quantity: 1 chance: 1
 - ItemInfo (Item_Iron_IronBloomHot) components: 1
 - - Components item info (Item_Iron_IronBloom) quantity: 1 chance: 1
 - ItemInfo (Item_Iron_MetalScraps) components: 0
 - ItemInfo (Item_Iron_Ore) components: 0
 - ItemInfo (Item_Iron_Slag) components: 0
 - ItemInfo (Item_Iron_SteelBloom) components: 1
 - - Components item info (Item_Iron_SteelBloomHot) quantity: 1 chance: 1
 - ItemInfo (Item_Iron_SteelBloomHot) components: 1
 - - Components item info (Item_Iron_SteelBloom) quantity: 1 chance: 1
 - ItemInfo (Item_Junk_Compost) components: 0
 - ItemInfo (Item_Junk_Slime) components: 0
 - ItemInfo (Item_Junk_SpoiledFood) components: 0
 - ItemInfo (Item_Magic_ArtifactAir) components: 0
 - ItemInfo (Item_Magic_ArtifactEarth) components: 0
 - ItemInfo (Item_Magic_ArtifactFire) components: 0
 - ItemInfo (Item_Magic_ArtifactWater) components: 0
 - ItemInfo (Item_Magic_BrokenCore) components: 3
 - - Components item info (Item_Magic_EyeOfOdin) quantity: 1 chance: 1
 - - Components item info (Item_Stone_SmallRaw) quantity: 4 chance: 1
 - - Components item info (Item_Stone_Raw) quantity: 1 chance: 1
 - ItemInfo (Item_Magic_ExplodingSack) components: 0
 - ItemInfo (Item_Magic_EyeOfOdin) components: 0
 - ItemInfo (Item_Magic_FieryShard) components: 0
 - ItemInfo (Item_Magic_JotunBlood) components: 16
